,id_visitor,SessionLength,NumSessions,MeanSessionLength,SearchesPerSession,MessagesPerSearch,RequestsPerSearch,requestsentbinary,messagesentbinary,searchbinary
604,d11e73ea-1341-426d-bb69-4de77dc39c37,31277.0,38,0 days 00:13:43.078947368,0.0789473684211,1.33333333333,0.666666666667,1,1,1
605,d2de2042-446d-4624-bc0a-4eaa15223c2a,11.0,1,0 days 00:00:11.000000000,0.0,,,0,0,0
606,d43b50a1-a44b-4451-89e6-3a541bc0e9ba,7844.0,12,0 days 00:10:53.666666666,0.333333333333,0.0,0.0,0,0,1
607,d52bf4d0-0c77-4633-99a3-dc1d3b47ace3,69302.0,28,0 days 00:41:15.071428571,0.214285714286,2.0,0.0,0,1,1
608,d7521626-3477-441b-9018-35a5a273a9b7,7128.0,5,0 days 00:23:45.600000000,1.0,0.2,0.0,0,1,1
609,d89a5f71-c00a-481f-9786-4de736086f25,12537.0,26,0 days 00:08:02.192307692,0.192307692308,1.4,0.0,0,1,1
610,dadeed04-3b6f-40eb-8986-0dbbcbe7048c,7294.0,20,0 days 00:06:04.700000000,0.5,0.0,0.0,0,0,1
611,dc673096-7a2c-4b45-835e-c46dd52af69b,164.0,1,0 days 00:02:44.000000000,1.0,0.0,0.0,0,0,1
612,de41db39-b6ff-4c22-bddc-a28e5d4cd4c2,145383.0,213,0 days 00:11:22.549295774,0.0281690140845,11.8333333333,0.5,1,1,1
613,e001b3a4-f8ba-4237-8925-1c562eea170c,96715.0,92,0 days 00:17:31.250000000,0.25,0.826086956522,0.0869565217391,1,1,1
614,e0650cc9-ecdb-4188-a260-29e257495926,26993.0,59,0 days 00:07:37.508474576,0.322033898305,0.263157894737,0.105263157895,1,1,1
615,e38be539-8e32-4d4e-8310-e7d416a82eba,25361.0,98,0 days 00:04:18.785714285,0.244897959184,1.0,0.583333333333,1,1,1
616,e4edb1c6-e36d-4a37-9573-b93108dc0d2c,6662.0,11,0 days 00:10:05.636363636,0.727272727273,0.0,0.0,0,0,1
617,e6b3965a-9d7d-46d4-b8e9-6d9c258d71ad,17801.0,22,0 days 00:13:29.136363636,0.772727272727,0.0588235294118,0.0588235294118,1,1,1
618,e853a76b-56ee-4b6b-ab9f-8e0088c02da3,3651.0,2,0 days 00:30:25.500000000,0.5,0.0,0.0,0,0,1
619,ed1329a6-064d-47e9-93bc-93f5a50822df,88710.0,89,0 days 00:16:36.741573033,0.314606741573,1.0,0.535714285714,1,1,1
620,f05f550c-4475-4fba-906c-b3a410dd1c0b,1334.0,4,0 days 00:05:33.500000000,0.75,0.0,0.0,0,0,1
621,f383e3bf-ca96-4fc1-8dc1-c3f421d44073,42819.0,31,0 days 00:23:01.258064516,0.483870967742,0.533333333333,0.133333333333,1,1,1
622,f3be468b-184e-4251-8e11-4f0fbb71d333,6139.0,9,0 days 00:11:22.111111111,0.222222222222,0.0,0.0,0,0,1
623,f4be74b9-6504-4a13-a2a2-24994fd43b40,19683.0,35,0 days 00:09:22.371428571,0.142857142857,2.4,0.6,1,1,1
624,f4d2b9cd-69ed-4cfb-80e3-14f0187af284,2741.0,4,0 days 00:11:25.250000000,0.0,,,0,0,0
625,f61f7322-ec4a-43d9-be7e-b0633e71e2b4,29629.0,28,0 days 00:17:38.178571428,0.107142857143,4.0,0.666666666667,1,1,1
626,f70f0c27-6af3-4fb5-8bd7-f73240465fd5,1034458.0,702,0 days 00:24:33.586894586,0.011396011396,10.5,0.0,0,1,1
627,f991d3fa-5627-4a8e-beee-2f8efe1c1023,14554.0,10,0 days 00:24:15.400000000,0.6,0.166666666667,0.0,0,1,1
628,fbf1b17c-0be3-4abf-8116-c6f92d24c8f8,10666.0,12,0 days 00:14:48.833333333,0.666666666667,0.25,0.0,0,1,1
629,fd61c634-6876-4c76-81b3-6da2f86a92b8,101935.0,276,0 days 00:06:09.329710144,0.0434782608696,7.33333333333,0.0833333333333,1,1,1
